Restaurant Name,City,Primary Cuisine,Cost Category,Rating,Votes,Latitude,Longitude
Red - Bellagio,new delhi,chinese,high,3.5,137,28.6962508,77.1800463
Soul Curry - Bellagio,new delhi,north indian,high,3.5,158,28.6963277,77.1799244
Alpha 63,new delhi,north indian,high,2.5,9,28.5488265,77.1271685
Bite-N-Sip,new delhi,north indian,low,2.5,38,28.5677783,77.1884602
Lotus Garden,new delhi,chinese,high,3.0,59,28.5692067,77.1870054
Meethas Sweets,new delhi,mithai,low,3.0,4,28.5682092,77.1882805
Nirula's,new delhi,fast food,high,2.5,98,28.56747782,77.18884371
Punjabi Tadka,new delhi,north indian,low,3.0,11,28.5680386,77.1883704
Snack Bar,new delhi,north indian,low,3.0,11,28.5682072,77.1872056
South Indian Food,new delhi,south indian,low,3.0,14,28.567558,77.1884696
Domino's Pizza,new delhi,pizza,medium,2.5,71,28.56902165,77.18894932
Southy,new delhi,south indian,low,2.5,33,28.56823664,77.18844105
Coffee Shop - Centaur Hotel,new delhi,cafe,high,1.0,2,28.543091,77.115196
Al Kuresh,new delhi,chinese,medium,3.5,85,28.5841464,77.1918744
Angan Bakery & Cafe,new delhi,bakery,medium,3.0,10,28.5850979,77.191515
Bamboo Chopstix,new delhi,chinese,medium,2.5,8,28.5842999,77.1916048
Bawarchis,new delhi,chinese,medium,3.0,16,28.5842508,77.1915599
Bikanervala,new delhi,north indian,low,3.5,113,28.5851618,77.1912454
Cafe Coffee Day,new delhi,cafe,low,3.0,4,28.5834333,77.1909759
Chanakya Bar-Be-Que,new delhi,chinese,medium,3.0,17,28.5843608,77.1914283
Chattisgarh Bhawan,new delhi,north indian,low,2.5,33,28.6043227,77.1863937
Chimney,new delhi,chinese,medium,3.0,66,28.5843895,77.1916048
China Town Sizzlers,new delhi,chinese,medium,3.5,34,28.5842508,77.1915599
Chinese Bite,new delhi,chinese,medium,3.0,31,28.5842927,77.1917436
Chinese Garden,new delhi,chinese,medium,3.0,17,28.5843202,77.191558
Costa Coffee,new delhi,cafe,medium,3.0,4,28.5952992,77.1683666
Food Point,new delhi,fast food,low,3.0,5,28.6024263,77.1867082
Ikko,new delhi,north indian,high,3.0,10,28.6021467,77.1860137
Jammu And Kashmir House,new delhi,kashmiri,medium,3.0,4,28.5998612,77.1969056
Laguna,new delhi,chinese,medium,3.5,60,28.5843085,77.1916947
Momo Point,new delhi,chinese,medium,3.0,14,28.5841379,77.1917845
New Zaika,new delhi,chinese,medium,3.0,10,28.5841379,77.1917845
Organic Express,new delhi,cafe,medium,3.0,7,28.5867665,77.1933486
Tamil Nadu House Canteen,new delhi,south indian,medium,3.5,161,28.5830663,77.1908861
The Chocolate Avenue,new delhi,bakery,low,3.5,28,28.5795901,77.1863937
Chimney Sizzlers,new delhi,chinese,medium,3.5,137,28.5842999,77.1916048
Gujarat Bhawan Restaurant,new delhi,gujarati,low,3.5,203,28.5985428,77.1971751
Itäó»s Sinful,new delhi,bakery,low,3.5,20,28.5974082,77.1735895
Jakoi,new delhi,assamese,medium,3.5,218,28.6055182,77.1876516
Arunachal Bhawan,new delhi,north eastern,low,1.0,0,28.5986962,77.1980469
Hotel New Tamil Nadu,new delhi,south indian,low,1.0,1,28.5830663,77.1908861
Milan Food,new delhi,chinese,medium,1.0,2,28.5841379,77.1917845
Playboy Club,new delhi,finger food,high,1.0,3,28.5957906,77.1974446
Moti Mahal Delux,new delhi,north indian,high,2.5,164,28.6016137,77.1871125
The Treat,new delhi,north indian,medium,2.0,138,28.5928569,77.178936
Break Fast Point,new delhi,north indian,low,3.5,21,28.6555014,77.2820446
Breakfast Corner,new delhi,north indian,low,3.0,6,28.655449,77.2822063
Domino's Pizza,new delhi,pizza,medium,3.0,10,28.6519888,77.2777758
Frontier,new delhi,bakery,low,3.0,10,28.656024,77.2816637
Prince Cafe,new delhi,south indian,low,3.0,6,28.6548389,77.2821725
Spicy Eleven,new delhi,north indian,medium,3.0,15,28.6536873,77.2779746
Vaishno Punjabi Dhaba,new delhi,north indian,low,3.0,12,28.6512423,77.2822247
Adarsh Bhojnalaya,new delhi,north indian,low,3.5,29,28.6564057,77.224214
Al Haj Bakery,new delhi,bakery,low,3.0,9,28.6545089,77.2278068
Anmol Chicken,new delhi,mughlai,low,3.0,4,28.663599,77.2094826
Babu Ram Paranthe Wale,new delhi,north indian,low,3.0,225,28.6560115,77.2304115
Bhaijaan Kababs,new delhi,mughlai,low,3.0,8,28.6494534,77.2335101
Bhikharam's,new delhi,mithai,low,3.0,5,28.65688889,77.22398333
Bikanervala,new delhi,north indian,medium,3.0,42,28.6566711,77.2244176
Brijwasi Bhoj,new delhi,north indian,low,3.0,16,28.6568732,77.2243841
Brijwasi Restaurant,new delhi,north indian,low,3.0,39,28.656851,77.2243823
Comesum,new delhi,north indian,low,2.5,49,28.6606804,77.2280206
Inderpuri Restaurant,new delhi,north indian,low,3.0,20,28.6578654,77.2231981
Kamdhenu Family Corner,new delhi,north indian,low,3.0,4,28.6563302,77.2271781
Khalsa Hindu Hotel,new delhi,north indian,low,3.0,5,28.658756,77.2234955
Mahalaxmi Mishthan Bhandar,new delhi,mithai,low,3.5,16,28.6581203,77.2234057
McDonald's,new delhi,fast food,medium,3.0,57,28.65606667,77.23421395
McDonald's,new delhi,fast food,medium,3.0,42,28.65664,77.22333167
Natraj Cafe,new delhi,north indian,low,3.5,21,28.6561992,77.2305013
Padam Chaat Corner,new delhi,street food,low,3.0,4,28.66,77.23
Pandit Ved Prakash Lemon Wale,new delhi,beverages,low,3.0,11,28.6565647,77.2268188
Pt. Babu Ram Devi Dayal Paranthe Wale,new delhi,north indian,low,3.0,53,28.6560495,77.2307138
Rabri Bhandar,new delhi,mithai,low,3.0,7,28.6561097,77.2305013
Ram Parshad Makhan Lal,new delhi,mithai,low,3.5,23,28.6625615,77.2155012
Rambhoj,new delhi,north indian,low,3.0,4,28.6562981,77.2324772
Rehmatullah's Hotel,new delhi,mughlai,low,3.0,5,28.6491441,77.233555
Sharma Bhojnalay,new delhi,north indian,low,3.0,9,28.6559026,77.2306151
Shree Balaji Chaat Bhandar,new delhi,street food,low,3.0,16,28.656524,77.2320281
Shri Duli Chand Naresh Gupta,new delhi,desserts,low,3.5,18,28.6476635,77.2269535
Shri Hari Sharnam,new delhi,north indian,low,3.0,14,28.6577424,77.222732
Sindhi Chicken,new delhi,north indian,low,3.0,7,28.6573856,77.2316689
Soni Bhojnalaya,new delhi,north indian,low,3.0,4,28.657748,77.223481
Super Restaurant,new delhi,north indian,low,3.0,5,28.6567032,77.2320281
Tiwari Ji Confectioner,new delhi,street food,low,3.0,5,28.6561268,77.2306809
Wah Ji Wah,new delhi,north indian,low,3.0,59,28.6562478,77.2328586
Zaika Mughlai Foods,new delhi,mughlai,medium,3.5,10,28.6566379,77.2233607
Al Yousuf,new delhi,mughlai,low,3.5,30,28.6551819,77.2254715
Amritsari Lassi Wala,new delhi,beverages,low,4.0,112,28.6567084,77.2234007
Annapurna Bhandar,new delhi,mithai,low,4.0,59,28.6563295,77.2323664
Bishan Swaroop Chaat Bhandar,new delhi,street food,low,3.5,40,28.6561525,77.2309504
Gole Hatti,new delhi,north indian,low,4.0,116,28.6572505,77.2230342
Haldiram's,new delhi,north indian,medium,4.0,444,28.6563106,77.2316689
Kanwarji's,new delhi,street food,low,4.0,163,28.6562249,77.2307707
Kedarnath Prem Chand Halwai,new delhi,mithai,low,3.5,19,28.6556971,77.229983
Keventers,new delhi,beverages,low,3.5,63,28.6562039,77.2314893
Khan Omelette Corner,new delhi,fast food,low,3.5,43,28.6551982,77.2215109
Natraj Dahi Bhalle Wala,new delhi,street food,low,4.0,1487,28.6561992,77.2305013
Old Famous Jalebi Wala,new delhi,mithai,low,4.0,752,28.6561321,77.233555
Pt. Gaya Prasad Shiv Charan Paranthe Wale,new delhi,north indian,low,3.5,437,28.6561011,77.2304115
Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale,new delhi,north indian,low,3.5,297,28.6560207,77.2304674
Shiv Misthan Bhandar,new delhi,mithai,low,4.0,76,28.6568622,77.2243039
Special Jalebi Wala,new delhi,mithai,low,3.5,21,28.6566115,77.2320562
Tewari Bros Confectioners,new delhi,street food,low,3.5,51,28.6566371,77.2266392
Annapurna Chaat & Sweets,new delhi,street food,low,1.0,1,28.6562432,77.2315132
Delhi-6 The Chicken Planet,new delhi,biryani,low,1.0,0,0.0,0.0
Dessi Food,new delhi,street food,low,1.0,0,28.6574304,77.2319961
Foody Dragon,new delhi,chinese,low,1.0,0,28.6572972,77.2319612
Grover Eating Point,new delhi,north indian,low,1.0,1,28.6570185,77.2352925
Hotel 121 Shakahari,new delhi,north indian,low,1.0,2,28.657811,77.2234506
Lala Chaap Corner,new delhi,fast food,low,1.0,0,28.6526767,77.233113
Meghraj & Sons,new delhi,street food,low,1.0,3,28.6565888,77.2233158
Old Kheer Shop,new delhi,desserts,low,1.0,3,28.65045,77.225538
Punjabi Chicken,new delhi,north indian,low,1.0,0,28.6573856,77.2316689
Ratan Singh,new delhi,mithai,low,1.0,0,28.6531118,77.2338244
Shri Bhujia Bhandar,new delhi,street food,low,1.0,2,0.0,0.0
Chaina Ram Sindhi Confectioners,new delhi,mithai,low,4.0,382,28.6566622,77.2235803
Giani's di Hatti,new delhi,ice cream,low,4.5,521,28.6579744,77.2233575
Jung Bahadur Kachori Wala,new delhi,street food,low,4.0,405,28.6556914,77.2298726
Lakhori - Haveli Dharampura,new delhi,mughlai,high,4.5,305,28.653316,77.2322078
Milk n More,new delhi,desserts,low,3.0,6,28.650566,77.2310851
Kuremal Mohan Lal Kulfi Wale,new delhi,ice cream,low,4.5,545,28.6477617,77.2270433
Hira Chaat Corner,new delhi,street food,low,3.5,18,28.6501751,77.2293337
Kuremal Mahavir Prasad Kulfi Wale,new delhi,ice cream,low,4.0,36,28.6476059,77.2268188
Shakahari Restaurant,new delhi,north indian,low,3.5,185,28.649513,77.2270883
Shri Gujrat Namkeen Bhandar,new delhi,street food,low,3.5,27,28.6501776,77.2293345
Standard Sweets,new delhi,mithai,low,3.5,31,28.6494491,77.2273577
Sudarshan,new delhi,street food,low,3.5,54,28.6504067,77.2302935
Ustad Moinuddin Kebab,new delhi,fast food,low,3.5,21,28.6498667,77.2261003
Ashok Chaat Corner,new delhi,street food,low,4.0,118,28.6493909,77.2268745
Jain Coffee House,new delhi,fast food,low,4.0,169,28.65051,77.2295582
Shyam Sweets,new delhi,mithai,low,4.0,200,28.6504756,77.2303113
Spicy Food Court,new delhi,north indian,medium,2.5,23,28.49562447,77.16154855
Aristocrat Sweet Shop,new delhi,mithai,low,3.0,7,28.5400835,77.24861238
Balluchi's - The Royal Cuisine,new delhi,north indian,medium,3.0,4,28.5399184,77.2518548
Bunty Dhaba,new delhi,north indian,medium,3.0,26,28.53972535,77.25204963
Gopal's Restaurant & Caterer's,new delhi,north indian,low,2.5,22,28.54027996,77.24894397
Horn Please,new delhi,north indian,high,3.0,70,28.5374979,77.2564223
Khatey Raho,new delhi,north indian,low,3.5,26,28.5401398,77.2488511
Kolkata Biryani House,new delhi,north indian,medium,3.5,404,28.54032355,77.24887993
Kolkata Hot Kathi Roll,new delhi,fast food,low,3.0,35,28.5401027,77.2485628
Madly Bangalee,new delhi,mughlai,low,2.5,135,28.5363941,77.2533122
Oh! China,new delhi,chinese,medium,3.0,16,28.54140536,77.24785432
Punjabi Zaika,new delhi,chinese,medium,3.0,39,28.5364501,77.2534878
Rabi Snacks Corner,new delhi,fast food,low,3.5,18,28.5401377,77.24898689
Republic of Chicken,new delhi,raw meats,low,2.5,29,28.5364925,77.2534614
Roll n Roast,new delhi,north indian,low,3.5,27,28.54001105,77.24858187
Roller's High,new delhi,north indian,medium,3.0,13,0.0,0.0
Royal Chick 'N',new delhi,mughlai,low,3.5,18,28.5414227,77.2481801
Royal Kolkata Biryani,new delhi,north indian,medium,2.5,14,28.5404268,77.2487302
Sameer's Restaurant,new delhi,north indian,medium,2.5,59,28.53629071,77.2533324
Sanjha Chulha,new delhi,north indian,medium,2.5,70,28.53638025,77.25324858
Shepherd's,new delhi,fast food,low,3.0,9,0.0,0.0
Soya King,new delhi,north indian,low,2.5,71,28.5364506,77.2532497
Tasty Tonight,new delhi,north indian,high,3.0,5,0.0,0.0
The Mustard,new delhi,bengali,medium,3.0,7,28.540204,77.248798
Tibb's Frankie,new delhi,fast food,low,3.0,16,28.5363915,77.2534364
Wazwaan Restaurant,new delhi,north indian,high,3.0,14,28.5426944,77.2417726
Yummi Kolkataa,new delhi,mithai,low,3.0,17,28.5399215,77.248847
Annapurna Sweet House,new delhi,mithai,low,3.5,55,28.53622797,77.25338604
Ashirbad,new delhi,fast food,low,3.5,46,28.5408504,77.2431467
Chocolatiers - The Chocolate Boutique,new delhi,desserts,low,4.0,112,28.5371718,77.248454
Dadu Cutlet Shop,new delhi,fast food,low,3.5,99,28.53622856,77.25329351
Dogs & Wiches,new delhi,continental,medium,4.0,109,28.53681321,77.2530626
Maa Tara,new delhi,bengali,medium,3.5,458,28.5362306,77.2532976
My Spice Kitchen,new delhi,north indian,medium,3.5,443,28.5403982,77.2487359
The Singing Tree,new delhi,beverages,low,3.5,33,28.5403609,77.2488222
Baba Chicken Ludhiana Wale,new delhi,north indian,low,1.0,0,28.54047929,77.24996019
Bengal Snacks,new delhi,fast food,low,1.0,2,28.54036184,77.24868078
Brownies & More,new delhi,bakery,low,1.0,2,28.5371328,77.2485055
Cafe Coffee Day,new delhi,cafe,low,1.0,1,28.5393728,77.2530302
Craving Cure,new delhi,chinese,low,1.0,2,28.5366561,77.2533385
Cuisine,new delhi,north indian,high,1.0,1,28.5426944,77.2417726
Food Nation,new delhi,north indian,low,1.0,0,0.0,0.0
Kamala Fast Food & Chinese,new delhi,fast food,low,1.0,2,28.5359835,77.25298069
Lokenath Sweets,new delhi,mithai,low,1.0,2,28.5371718,77.2484567
Me and My Cake,new delhi,bakery,medium,1.0,0,0.0,0.0
Chulha Punjabi Da,new delhi,north indian,medium,2.5,41,28.53634285,77.25327071
Viva Hyderabad,new delhi,biryani,medium,2.5,38,28.53692899,77.2529294
Metro Grill,new delhi,north indian,high,3.5,134,28.7168739,77.1142232
Cafe Cruise,new delhi,continental,high,3.0,153,28.6501775,77.1232509
Etal The Lounge Bar,new delhi,north indian,high,3.0,455,28.6502181,77.123654
"Game of Legends - Sports Bar, Grill, & Lounge",new delhi,north indian,high,3.5,609,28.650366,77.1233229
Al-raaya,new delhi,mughlai,medium,3.0,6,28.671114,77.220848
Authentique Bites,new delhi,bakery,low,3.0,17,28.6764039,77.2253817
Embassy,new delhi,chinese,high,3.0,126,28.6766555,77.2252021
Narang's Bake 'n' Cake,new delhi,bakery,low,3.0,4,28.7027947,77.222238
New Darvesh,new delhi,chinese,low,3.0,14,28.6976361,77.2203223
1UP,new delhi,cafe,high,3.5,282,28.6762903,77.2252161
Gujarati Samaj Santushti,new delhi,gujarati,low,3.5,95,28.6722125,77.2241691
Hind Bakery & Chinese Fast Food,new delhi,fast food,low,1.0,0,28.7028124,77.2222477
Hot Pot,new delhi,chinese,low,1.0,0,28.7008282,77.2213398
Punjabi Flavour,new delhi,north indian,low,1.0,0,28.6919529,77.2212499
Saras Fast Food Feast,new delhi,north indian,low,1.0,0,28.6726275,77.2224176
Shama Chicken Corner,new delhi,biryani,low,1.0,0,28.6917878,77.2211471
The Night Owl,new delhi,chinese,low,1.0,1,28.6765107,77.2255613
Wimpy Sweets And Confectioners,new delhi,bakery,low,1.0,1,28.6975181,77.2204415
Boa Village,new delhi,chinese,high,4.0,225,28.6767537,77.2252919
Anand Ji Restaurant,new delhi,chinese,low,3.0,28,28.56171513,77.26811942
Baskin Robbins,new delhi,ice cream,low,3.5,38,28.5620725,77.2683524
Bhoj Restaurant,new delhi,north indian,medium,3.0,54,28.56150782,77.26825587
Brijwasi Restaurant,new delhi,north indian,low,3.0,32,28.56159321,77.268392
Cafe Coffee Day - The Lounge,new delhi,cafe,medium,3.0,42,28.562628,77.2690337
Cafe Coffee Day,new delhi,cafe,low,3.0,10,28.5624519,77.26926506
Chaat Tadka,new delhi,north indian,low,3.0,27,28.56128843,77.26820022
Chawla's Unique Chicken Corner,new delhi,north indian,medium,3.0,35,28.56136028,77.26839837
Dawat Khana,new delhi,north indian,high,2.5,82,28.562384,77.2688013
Eat n Joy,new delhi,north indian,medium,3.0,24,28.5614129,77.2684871
Khan Chicken Biryani,new delhi,north indian,medium,3.0,14,28.56181849,77.26784986
Kolkata Roll,new delhi,fast food,low,3.0,16,28.56132406,77.2685365
R. Ahmad Food,new delhi,north indian,low,3.0,11,28.562686,77.269169
Sab Ke Khatir,new delhi,north indian,medium,3.0,14,28.560994,77.268562
Bon Bon Pastry Shop,new delhi,bakery,low,3.5,91,28.56217362,77.26831857
Moksha,new delhi,north indian,high,3.5,110,28.56231173,77.26906691
Pebble Street,new delhi,italian,high,4.0,886,28.56253759,77.26893816
Kebab Gallery,new delhi,north indian,low,1.0,3,28.56203051,77.26817206
Amber,new delhi,north indian,high,2.5,152,28.6301966,77.2208907
Attitude Kitchen & Bar,new delhi,north indian,high,3.0,140,28.63004355,77.22035229
Cafe Coffee Day,new delhi,cafe,low,3.5,277,28.6329609,77.2198128
Castle 9,new delhi,finger food,high,3.0,1099,28.6348572,77.2194984
Costa Coffee,new delhi,cafe,medium,3.5,76,28.62925605,77.2321919
Delhi Darbar Dhaba,new delhi,north indian,low,3.0,89,28.6305968,77.2298312
Garam Dharam,new delhi,north indian,high,3.5,1523,28.6317119,77.2226871
Gola Sizzlers,new delhi,chinese,high,3.0,671,28.6352499,77.2198577
Indian Coffee House,new delhi,fast food,low,3.5,1300,28.6305402,77.2160401
My Bar Lounge & Restaurant,new delhi,north indian,high,2.5,2460,28.6323836,77.2165791
My Bar Square,new delhi,north indian,high,2.5,1096,28.6328378,77.2213398
Sagar Ratna,new delhi,south indian,medium,3.5,499,28.6356827,77.220409
The Immigrant Cafe,new delhi,north indian,high,3.0,563,28.6340485,77.2190044
MOB Brewpub,new delhi,continental,high,4.5,52,28.6332756,77.2226422
Naturals Ice Cream,new delhi,ice cream,low,5.0,2620,28.6343484,77.2221482
Zabardast Indian Kitchen,new delhi,north indian,high,4.5,242,28.63259937,77.22217988
Anand Restaurant,new delhi,north indian,medium,3.5,485,28.6290232,77.2208008
Berco's,new delhi,chinese,high,4.0,2639,28.6324521,77.2172977
Blues,new delhi,continental,high,3.5,706,28.62986493,77.22061079
Burger King,new delhi,burger,medium,4.0,2093,28.6327396,77.2212499
Burger Singh,new delhi,burger,medium,3.5,548,28.63432028,77.21751753
Cafe Coffee Day The Square,new delhi,cafe,medium,3.5,361,28.63372555,77.21993454
Cafe Dalal Street,new delhi,north indian,high,3.5,873,28.6332522,77.2228667
Cafe Hawkers,new delhi,chinese,high,3.5,673,28.6346126,77.2211601
Cafe Public Connection,new delhi,north indian,high,3.5,834,28.6314806,77.2202619
Cafí© MRP,new delhi,north indian,medium,3.5,877,28.6344973,77.2208907
Caffe Tonino,new delhi,pizza,high,4.0,1503,28.6348977,77.2194535
Cha Bar,new delhi,cafe,medium,4.0,3206,28.63122333,77.22215876
Chaayos,new delhi,cafe,low,4.0,487,28.63146522,77.22035263
Chew - Pan Asian Cafe,new delhi,asian,high,4.0,2003,28.6320384,77.2228218
China Garden,new delhi,chinese,high,4.0,496,28.6339581,77.217118
Desi Vibes,new delhi,north indian,high,4.0,841,28.6302469,77.2206488
Domino's Pizza,new delhi,pizza,medium,3.5,336,28.6332312,77.2228959
Dunkin' Donuts,new delhi,burger,medium,4.0,271,28.62801416,77.22320214
Dunkin' Donuts,new delhi,burger,medium,4.0,1607,28.6301662,77.2196331
Embassy,new delhi,north indian,high,3.5,706,28.6336789,77.2210029
FLYP@MTV,new delhi,north indian,high,4.0,1379,28.63033313,77.22072076
GoGourmet,new delhi,healthy food,medium,3.5,55,28.627897,77.223175
Haldiram's,new delhi,street food,medium,4.0,1151,28.6340072,77.2223278
Indian Grill Company,new delhi,north indian,high,3.5,626,28.6335935,77.2226871
Jain Chawal Wale,new delhi,north indian,low,4.0,301,28.6318938,77.216129
Jungle Jamboree,new delhi,north indian,high,4.0,1174,28.6324794,77.2161749
Kake Da Hotel,new delhi,north indian,medium,3.5,2185,28.6350395,77.2218787
Kebab Xpress,new delhi,north indian,medium,3.5,321,28.6305246,77.2196331
KFC,new delhi,american,medium,3.5,427,28.63136,77.217
Khan Chacha,new delhi,mughlai,medium,3.5,1189,28.6340493,77.2208907
Kinbuck 2,new delhi,north indian,high,4.0,1286,28.6320976,77.2163994
La Americana,new delhi,fast food,low,3.5,41,28.6331936,77.222736
Lady Baga,new delhi,goan,high,3.5,277,28.63123951,77.21645035
Life Caffe,new delhi,cafe,high,3.5,391,28.63417726,77.21829101
Lord of the Drinks,new delhi,european,high,4.0,2589,28.6319527,77.2167587
McDonald's,new delhi,fast food,medium,4.0,388,28.6323132,77.216411
McDonald's,new delhi,fast food,medium,3.5,108,28.63000833,77.22015667
Moets Arabica,new delhi,arabian,low,3.5,95,28.6303042,77.2208276
Mother India,new delhi,bengali,high,4.0,66,28.6355337,77.2190709
Mughlai Junction,new delhi,north indian,medium,4.0,310,28.6307809,77.2204415
My Bar Headquarters,new delhi,north indian,high,3.5,3010,28.630721,77.2198128
Nando's,new delhi,portuguese,high,3.5,1891,28.63089815,77.21980177
Nizam's Kathi Kabab,new delhi,north indian,medium,4.0,1761,28.6349788,77.2193637
Oh My God,new delhi,north indian,high,4.0,367,28.6312375,77.2205314
Open House Cafe,new delhi,north indian,high,4.0,1158,28.63430998,77.22071037
Parikrama - The Revolving Restaurant,new delhi,north indian,high,4.0,2689,28.62845265,77.22263787
Pind Balluchi,new delhi,north indian,high,3.5,1434,28.6308607,77.2180107
Pizza Hut,new delhi,italian,high,3.5,541,28.6322176,77.2228218
Playboy Cafe,new delhi,north indian,high,3.5,140,28.6306314,77.2198128
Privee',new delhi,chinese,high,3.5,61,28.620999,77.21826
Punjabi By Nature,new delhi,north indian,high,3.5,1256,28.6308511,77.2197679
